"SampleID","Site","SeqBatch","StudyID","SampleType","Date","WOY","SiteLat","SiteLong","newDate","dayLength","DOY","DayRange","Window","DateWindowStart","DateWindowEnd"
"oro161389","EPS",5.2,"oro16","sample","7/6/16",28,43.206489,-71.364058,2016-07-06,15.2624468349022,188,"(178,188]",9,2016-06-26,2016-07-06
"oro160509","BRN",4.2,"oro16","sample","7/3/16",27,42.731521,-71.605841,2016-07-03,15.2509004145097,185,"(178,188]",9,2016-06-26,2016-07-06
"oro160666","MAP",4.2,"oro16","sample","7/3/16",27,42.72248,-71.606722,2016-07-03,15.2498352545868,185,"(178,188]",9,2016-06-26,2016-07-06
"oro162350","FOX",5.1,"oro16","sample","6/30/16",27,43.137939,-71.912814,2016-06-30,15.3344453261124,182,"(178,188]",9,2016-06-26,2016-07-06
"oro161822","CHI",4.1,"oro16","sample","7/1/16",27,43.25528,-71.37638,2016-07-01,15.3379819063017,183,"(178,188]",9,2016-06-26,2016-07-06
"oro161832","CHI",4.1,"oro16","sample","7/6/16",28,43.25528,-71.37638,2016-07-06,15.2682203252346,188,"(178,188]",9,2016-06-26,2016-07-06
"oro160664","MAP",4.2,"oro16","sample","7/3/16",27,42.72248,-71.606722,2016-07-03,15.2498352545868,185,"(178,188]",9,2016-06-26,2016-07-06
"oro162341","FOX",5.1,"oro16","sample","6/30/16",27,43.137939,-71.912814,2016-06-30,15.3344453261124,182,"(178,188]",9,2016-06-26,2016-07-06
"oro161519","CNB",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505,185,"(178,188]",9,2016-06-26,2016-07-06
"oro162143","HOP",4.2,"oro16","sample","7/3/16",27,43.155838,-71.727587,2016-07-03,15.3013261587449,185,"(178,188]",9,2016-06-26,2016-07-06
"oro160668","MAP",4.2,"oro16","sample","7/3/16",27,42.72248,-71.606722,2016-07-03,15.2498352545868,185,"(178,188]",9,2016-06-26,2016-07-06
"oro162144","HOP",4.2,"oro16","sample","7/3/16",27,43.155838,-71.727587,2016-07-03,15.3013261587449,185,"(178,188]",9,2016-06-26,2016-07-06
"oro161831","CHI",4.1,"oro16","sample","7/1/16",27,43.25528,-71.37638,2016-07-01,15.3379819063017,183,"(178,188]",9,2016-06-26,2016-07-06
"oro161932","HOL",4.2,"oro16","sample","6/29/16",27,43.7348,-71.59076,2016-06-29,15.4175316284735,181,"(178,188]",9,2016-06-26,2016-07-06
"oro161830","CHI",4.1,"oro16","sample","7/1/16",27,43.25528,-71.37638,2016-07-01,15.3379819063017,183,"(178,188]",9,2016-06-26,2016-07-06
"oro163123","MTV",4.1,"oro16","sample","6/30/16",27,42.873336,-71.6843,2016-06-30,15.3025317845534,182,"(178,188]",9,2016-06-26,2016-07-06
"oro161956","HOL",4.2,"oro16","sample","7/6/16",28,43.7348,-71.59076,2016-07-06,15.3255755808904,188,"(178,188]",9,2016-06-26,2016-07-06
"oro161837","CHI",5.1,"oro16","sample","7/6/16",28,43.25528,-71.37638,2016-07-06,15.2682203252346,188,"(178,188]",9,2016-06-26,2016-07-06
"oro160095","HOP",4.2,"oro16","sample","6/27/16",27,43.155838,-71.727587,2016-06-27,15.3620454429981,179,"(178,188]",9,2016-06-26,2016-07-06
"oro162138","HOP",4.2,"oro16","sample","7/3/16",27,43.155838,-71.727587,2016-07-03,15.3013261587449,185,"(178,188]",9,2016-06-26,2016-07-06
"oro163130","MTV",4.1,"oro16","sample","6/30/16",27,42.873336,-71.6843,2016-06-30,15.3025317845534,182,"(178,188]",9,2016-06-26,2016-07-06
"oro161827","CHI",4.1,"oro16","sample","7/1/16",27,43.25528,-71.37638,2016-07-01,15.3379819063017,183,"(178,188]",9,2016-06-26,2016-07-06
"oro163131","MTV",4.1,"oro16","sample","6/30/16",27,42.873336,-71.6843,2016-06-30,15.3025317845534,182,"(178,188]",9,2016-06-26,2016-07-06
"oro162142","HOP",4.2,"oro16","sample","7/3/16",27,43.155838,-71.727587,2016-07-03,15.3013261587449,185,"(178,188]",9,2016-06-26,2016-07-06
"oro160662","MAP",4.2,"oro16","sample","7/3/16",27,42.72248,-71.606722,2016-07-03,15.2498352545868,185,"(178,188]",9,2016-06-26,2016-07-06
"oro161836","CHI",5.1,"oro16","sample","7/6/16",28,43.25528,-71.37638,2016-07-06,15.2682203252346,188,"(178,188]",9,2016-06-26,2016-07-06
"oro161821","CHI",4.1,"oro16","sample","7/1/16",27,43.25528,-71.37638,2016-07-01,15.3379819063017,183,"(178,188]",9,2016-06-26,2016-07-06
"oro162346","FOX",5.1,"oro16","sample","6/30/16",27,43.137939,-71.912814,2016-06-30,15.3344453261124,182,"(178,188]",9,2016-06-26,2016-07-06
"oro161824","CHI",4.1,"oro16","sample","7/1/16",27,43.25528,-71.37638,2016-07-01,15.3379819063017,183,"(178,188]",9,2016-06-26,2016-07-06
"oro160085","HOP",4.2,"oro16","sample","6/27/16",27,43.155838,-71.727587,2016-06-27,15.3620454429981,179,"(178,188]",9,2016-06-26,2016-07-06
"oro161517","CNB",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505,185,"(178,188]",9,2016-06-26,2016-07-06
"oro160519","BRN",4.2,"oro16","sample","7/3/16",27,42.731521,-71.605841,2016-07-03,15.2509004145097,185,"(178,188]",9,2016-06-26,2016-07-06
"oro160512","BRN",4.2,"oro16","sample","7/3/16",27,42.731521,-71.605841,2016-07-03,15.2509004145097,185,"(178,188]",9,2016-06-26,2016-07-06
"oro161835","CHI",5.1,"oro16","sample","7/6/16",28,43.25528,-71.37638,2016-07-06,15.2682203252346,188,"(178,188]",9,2016-06-26,2016-07-06
"oro161942","HOL",4.2,"oro16","sample","6/29/16",27,43.7348,-71.59076,2016-06-29,15.4175316284735,181,"(178,188]",9,2016-06-26,2016-07-06
"oro161937","HOL",4.2,"oro16","sample","6/29/16",27,43.7348,-71.59076,2016-06-29,15.4175316284735,181,"(178,188]",9,2016-06-26,2016-07-06
"oro163128","MTV",4.1,"oro16","sample","6/30/16",27,42.873336,-71.6843,2016-06-30,15.3025317845534,182,"(178,188]",9,2016-06-26,2016-07-06
"oro161513","CNB",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505,185,"(178,188]",9,2016-06-26,2016-07-06
"oro160511","BRN",4.2,"oro16","sample","7/3/16",27,42.731521,-71.605841,2016-07-03,15.2509004145097,185,"(178,188]",9,2016-06-26,2016-07-06
"oro161934","HOL",4.2,"oro16","sample","6/29/16",27,43.7348,-71.59076,2016-06-29,15.4175316284735,181,"(178,188]",9,2016-06-26,2016-07-06
"oro163126","MTV",4.1,"oro16","sample","6/30/16",27,42.873336,-71.6843,2016-06-30,15.3025317845534,182,"(178,188]",9,2016-06-26,2016-07-06
"oro163129","MTV",4.1,"oro16","sample","6/30/16",27,42.873336,-71.6843,2016-06-30,15.3025317845534,182,"(178,188]",9,2016-06-26,2016-07-06
"oro161401","EPS",5.2,"oro16","sample","7/13/16",29,43.206489,-71.364058,2016-07-13,15.1223580829099,195,"(188,198]",10,2016-07-06,2016-07-16
"oro160526","BRN",4.2,"oro16","sample","7/9/16",28,42.731521,-71.605841,2016-07-09,15.1536995134115,191,"(188,198]",10,2016-07-06,2016-07-16
"oro161977","HOL",4.2,"oro16","sample","7/13/16",29,43.7348,-71.59076,2016-07-13,15.1823694079293,195,"(188,198]",10,2016-07-06,2016-07-16
"oro160523","BRN",4.2,"oro16","sample","7/9/16",28,42.731521,-71.605841,2016-07-09,15.1536995134115,191,"(188,198]",10,2016-07-06,2016-07-16
"oro162387","FOX",5.1,"oro16","sample","7/7/16",28,43.137939,-71.912814,2016-07-07,15.2373464588675,189,"(188,198]",10,2016-07-06,2016-07-16
"oro161524","CNB",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993,195,"(188,198]",10,2016-07-06,2016-07-16
"oro163153","MTV",5.2,"oro16","sample","7/14/16",29,42.873336,-71.6843,2016-07-14,15.0616829461849,196,"(188,198]",10,2016-07-06,2016-07-16
"oro161973","HOL",4.2,"oro16","sample","7/13/16",29,43.7348,-71.59076,2016-07-13,15.1823694079293,195,"(188,198]",10,2016-07-06,2016-07-16
"oro161403","EPS",5.2,"oro16","sample","7/13/16",29,43.206489,-71.364058,2016-07-13,15.1223580829099,195,"(188,198]",10,2016-07-06,2016-07-16
"oro161979","HOL",4.2,"oro16","sample","7/13/16",29,43.7348,-71.59076,2016-07-13,15.1823694079293,195,"(188,198]",10,2016-07-06,2016-07-16
"oro162338","FOX",5.1,"oro16","sample","7/7/16",28,43.137939,-71.912814,2016-07-07,15.2373464588675,189,"(188,198]",10,2016-07-06,2016-07-16
"oro161982","HOL",4.2,"oro16","sample","7/13/16",29,43.7348,-71.59076,2016-07-13,15.1823694079293,195,"(188,198]",10,2016-07-06,2016-07-16
"oro162389","FOX",5.1,"oro16","sample","7/7/16",28,43.137939,-71.912814,2016-07-07,15.2373464588675,189,"(188,198]",10,2016-07-06,2016-07-16
"oro161981","HOL",4.2,"oro16","sample","7/13/16",29,43.7348,-71.59076,2016-07-13,15.1823694079293,195,"(188,198]",10,2016-07-06,2016-07-16
"oro160671","MAP",4.2,"oro16","sample","7/9/16",28,42.72248,-71.606722,2016-07-09,15.1526709177891,191,"(188,198]",10,2016-07-06,2016-07-16
"oro160521","BRN",4.2,"oro16","sample","7/9/16",28,42.731521,-71.605841,2016-07-09,15.1536995134115,191,"(188,198]",10,2016-07-06,2016-07-16
"oro160670","MAP",4.2,"oro16","sample","7/9/16",28,42.72248,-71.606722,2016-07-09,15.1526709177891,191,"(188,198]",10,2016-07-06,2016-07-16
"oro163134","MTV",5.2,"oro16","sample","7/7/16",28,42.873336,-71.6843,2016-07-07,15.2065040281401,189,"(188,198]",10,2016-07-06,2016-07-16
"oro163151mtv","MTV",5.2,"oro16","sample","7/14/16",29,42.873336,-71.6843,2016-07-14,15.0616829461849,196,"(188,198]",10,2016-07-06,2016-07-16
"oro161526","CNB",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993,195,"(188,198]",10,2016-07-06,2016-07-16
"oro160677","MAP",4.2,"oro16","sample","7/9/16",28,42.72248,-71.606722,2016-07-09,15.1526709177891,191,"(188,198]",10,2016-07-06,2016-07-16
"oro160680","MAP",4.2,"oro16","sample","7/9/16",28,42.72248,-71.606722,2016-07-09,15.1526709177891,191,"(188,198]",10,2016-07-06,2016-07-16
"oro160676","MAP",4.2,"oro16","sample","7/9/16",28,42.72248,-71.606722,2016-07-09,15.1526709177891,191,"(188,198]",10,2016-07-06,2016-07-16
"oro162153","HOP",4.2,"oro16","sample","7/10/16",28,43.155838,-71.727587,2016-07-10,15.1823859630053,192,"(188,198]",10,2016-07-06,2016-07-16
"oro160531","BRN",4.2,"oro16","sample","7/9/16",28,42.731521,-71.605841,2016-07-09,15.1536995134115,191,"(188,198]",10,2016-07-06,2016-07-16
"oro161845","CHI",5.1,"oro16","sample","7/12/16",29,43.25528,-71.37638,2016-07-12,15.1507799593602,194,"(188,198]",10,2016-07-06,2016-07-16
"oro162335","FOX",5.1,"oro16","sample","7/7/16",28,43.137939,-71.912814,2016-07-07,15.2373464588675,189,"(188,198]",10,2016-07-06,2016-07-16
"oro161975","HOL",4.2,"oro16","sample","7/13/16",29,43.7348,-71.59076,2016-07-13,15.1823694079293,195,"(188,198]",10,2016-07-06,2016-07-16
"oro162155","HOP",4.2,"oro16","sample","7/10/16",28,43.155838,-71.727587,2016-07-10,15.1823859630053,192,"(188,198]",10,2016-07-06,2016-07-16
"oro161405","EPS",5.2,"oro16","sample","7/13/16",29,43.206489,-71.364058,2016-07-13,15.1223580829099,195,"(188,198]",10,2016-07-06,2016-07-16
"oro161976","HOL",4.2,"oro16","sample","7/13/16",29,43.7348,-71.59076,2016-07-13,15.1823694079293,195,"(188,198]",10,2016-07-06,2016-07-16
"oro161529","CNB",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993,195,"(188,198]",10,2016-07-06,2016-07-16
"oro161974","HOL",4.2,"oro16","sample","7/13/16",29,43.7348,-71.59076,2016-07-13,15.1823694079293,195,"(188,198]",10,2016-07-06,2016-07-16
"oro160678","MAP",4.2,"oro16","sample","7/9/16",28,42.72248,-71.606722,2016-07-09,15.1526709177891,191,"(188,198]",10,2016-07-06,2016-07-16
"oro162384","FOX",5.1,"oro16","sample","7/7/16",28,43.137939,-71.912814,2016-07-07,15.2373464588675,189,"(188,198]",10,2016-07-06,2016-07-16
"oro162334","FOX",5.1,"oro16","sample","7/7/16",28,43.137939,-71.912814,2016-07-07,15.2373464588675,189,"(188,198]",10,2016-07-06,2016-07-16
"oro162398","FOX",5.2,"oro16","sample","7/14/16",29,43.137939,-71.912814,2016-07-14,15.0909324049821,196,"(188,198]",10,2016-07-06,2016-07-16
"oro163147","MTV",5.2,"oro16","sample","7/14/16",29,42.873336,-71.6843,2016-07-14,15.0616829461849,196,"(188,198]",10,2016-07-06,2016-07-16
"oro160520","BRN",4.2,"oro16","sample","7/9/16",28,42.731521,-71.605841,2016-07-09,15.1536995134115,191,"(188,198]",10,2016-07-06,2016-07-16
"oro161399","EPS",5.2,"oro16","sample","7/13/16",29,43.206489,-71.364058,2016-07-13,15.1223580829099,195,"(188,198]",10,2016-07-06,2016-07-16
"oro162386","FOX",5.1,"oro16","sample","7/7/16",28,43.137939,-71.912814,2016-07-07,15.2373464588675,189,"(188,198]",10,2016-07-06,2016-07-16
"oro161852","CHI",5.1,"oro16","sample","7/12/16",29,43.25528,-71.37638,2016-07-12,15.1507799593602,194,"(188,198]",10,2016-07-06,2016-07-16
"oro161853","CHI",5.1,"oro16","sample","7/12/16",29,43.25528,-71.37638,2016-07-12,15.1507799593602,194,"(188,198]",10,2016-07-06,2016-07-16
"oro163157","MTV",5.2,"oro16","sample","7/14/16",29,42.873336,-71.6843,2016-07-14,15.0616829461849,196,"(188,198]",10,2016-07-06,2016-07-16
"oro161522","CNB",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993,195,"(188,198]",10,2016-07-06,2016-07-16
"oro160672","MAP",4.2,"oro16","sample","7/9/16",28,42.72248,-71.606722,2016-07-09,15.1526709177891,191,"(188,198]",10,2016-07-06,2016-07-16
"oro160525","BRN",4.2,"oro16","sample","7/9/16",28,42.731521,-71.605841,2016-07-09,15.1536995134115,191,"(188,198]",10,2016-07-06,2016-07-16
"oro161980","HOL",4.2,"oro16","sample","7/13/16",29,43.7348,-71.59076,2016-07-13,15.1823694079293,195,"(188,198]",10,2016-07-06,2016-07-16
"oro162385","FOX",5.1,"oro16","sample","7/7/16",28,43.137939,-71.912814,2016-07-07,15.2373464588675,189,"(188,198]",10,2016-07-06,2016-07-16
"oro162149","HOP",4.2,"oro16","sample","7/10/16",28,43.155838,-71.727587,2016-07-10,15.1823859630053,192,"(188,198]",10,2016-07-06,2016-07-16
"oro162151","HOP",4.2,"oro16","sample","7/10/16",28,43.155838,-71.727587,2016-07-10,15.1823859630053,192,"(188,198]",10,2016-07-06,2016-07-16
"oro162152","HOP",4.2,"oro16","sample","7/10/16",28,43.155838,-71.727587,2016-07-10,15.1823859630053,192,"(188,198]",10,2016-07-06,2016-07-16
"oro160530","BRN",4.2,"oro16","sample","7/9/16",28,42.731521,-71.605841,2016-07-09,15.1536995134115,191,"(188,198]",10,2016-07-06,2016-07-16
"oro161397","EPS",5.2,"oro16","sample","7/13/16",29,43.206489,-71.364058,2016-07-13,15.1223580829099,195,"(188,198]",10,2016-07-06,2016-07-16
"oro162388","FOX",5.1,"oro16","sample","7/7/16",28,43.137939,-71.912814,2016-07-07,15.2373464588675,189,"(188,198]",10,2016-07-06,2016-07-16
"oro161972","HOL",4.2,"oro16","sample","7/13/16",29,43.7348,-71.59076,2016-07-13,15.1823694079293,195,"(188,198]",10,2016-07-06,2016-07-16
"oro163154","MTV",5.2,"oro16","sample","7/14/16",29,42.873336,-71.6843,2016-07-14,15.0616829461849,196,"(188,198]",10,2016-07-06,2016-07-16
"oro160679","MAP",4.2,"oro16","sample","7/9/16",28,42.72248,-71.606722,2016-07-09,15.1526709177891,191,"(188,198]",10,2016-07-06,2016-07-16
"oro160529","BRN",4.2,"oro16","sample","7/9/16",28,42.731521,-71.605841,2016-07-09,15.1536995134115,191,"(188,198]",10,2016-07-06,2016-07-16
"oro161525","CNB",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993,195,"(188,198]",10,2016-07-06,2016-07-16
"oro160527","BRN",4.2,"oro16","sample","7/9/16",28,42.731521,-71.605841,2016-07-09,15.1536995134115,191,"(188,198]",10,2016-07-06,2016-07-16
"oro160675","MAP",4.2,"oro16","sample","7/9/16",28,42.72248,-71.606722,2016-07-09,15.1526709177891,191,"(188,198]",10,2016-07-06,2016-07-16
"oro162400","FOX",5.2,"oro16","sample","7/14/16",29,43.137939,-71.912814,2016-07-14,15.0909324049821,196,"(188,198]",10,2016-07-06,2016-07-16
"oro161978","HOL",4.2,"oro16","sample","7/13/16",29,43.7348,-71.59076,2016-07-13,15.1823694079293,195,"(188,198]",10,2016-07-06,2016-07-16
"oro162336","FOX",5.1,"oro16","sample","7/7/16",28,43.137939,-71.912814,2016-07-07,15.2373464588675,189,"(188,198]",10,2016-07-06,2016-07-16
"oro161520","CNB",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993,195,"(188,198]",10,2016-07-06,2016-07-16
"oro162157","HOP",4.2,"oro16","sample","7/10/16",28,43.155838,-71.727587,2016-07-10,15.1823859630053,192,"(188,198]",10,2016-07-06,2016-07-16
"oro161844","CHI",5.1,"oro16","sample","7/12/16",29,43.25528,-71.37638,2016-07-12,15.1507799593602,194,"(188,198]",10,2016-07-06,2016-07-16
"oro160681","MAP",4.2,"oro16","sample","7/9/16",28,42.72248,-71.606722,2016-07-09,15.1526709177891,191,"(188,198]",10,2016-07-06,2016-07-16
"oro163152","MTV",5.2,"oro16","sample","7/14/16",29,42.873336,-71.6843,2016-07-14,15.0616829461849,196,"(188,198]",10,2016-07-06,2016-07-16
"oro160524","BRN",4.2,"oro16","sample","7/9/16",28,42.731521,-71.605841,2016-07-09,15.1536995134115,191,"(188,198]",10,2016-07-06,2016-07-16
"oro161531","CNB",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993,195,"(188,198]",10,2016-07-06,2016-07-16
"oro161528","CNB",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993,195,"(188,198]",10,2016-07-06,2016-07-16
"oro163150","MTV",5.2,"oro16","sample","7/14/16",29,42.873336,-71.6843,2016-07-14,15.0616829461849,196,"(188,198]",10,2016-07-06,2016-07-16
"oro161530","CNB",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993,195,"(188,198]",10,2016-07-06,2016-07-16
"oro162147","HOP",4.2,"oro16","sample","7/10/16",28,43.155838,-71.727587,2016-07-10,15.1823859630053,192,"(188,198]",10,2016-07-06,2016-07-16
"oro162156","HOP",4.2,"oro16","sample","7/10/16",28,43.155838,-71.727587,2016-07-10,15.1823859630053,192,"(188,198]",10,2016-07-06,2016-07-16
"oro160528","BRN",4.2,"oro16","sample","7/9/16",28,42.731521,-71.605841,2016-07-09,15.1536995134115,191,"(188,198]",10,2016-07-06,2016-07-16
"oro162397","FOX",5.2,"oro16","sample","7/14/16",29,43.137939,-71.912814,2016-07-14,15.0909324049821,196,"(188,198]",10,2016-07-06,2016-07-16
"oro161521","CNB",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993,195,"(188,198]",10,2016-07-06,2016-07-16
"oro162146","HOP",4.2,"oro16","sample","7/10/16",28,43.155838,-71.727587,2016-07-10,15.1823859630053,192,"(188,198]",10,2016-07-06,2016-07-16
"oro163146","MTV",5.2,"oro16","sample","7/14/16",29,42.873336,-71.6843,2016-07-14,15.0616829461849,196,"(188,198]",10,2016-07-06,2016-07-16
"oro161848","CHI",5.1,"oro16","sample","7/12/16",29,43.25528,-71.37638,2016-07-12,15.1507799593602,194,"(188,198]",10,2016-07-06,2016-07-16
"oro160673","MAP",4.2,"oro16","sample","7/9/16",28,42.72248,-71.606722,2016-07-09,15.1526709177891,191,"(188,198]",10,2016-07-06,2016-07-16
"oro161523","CNB",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993,195,"(188,198]",10,2016-07-06,2016-07-16
"oro160674","MAP",4.2,"oro16","sample","7/9/16",28,42.72248,-71.606722,2016-07-09,15.1526709177891,191,"(188,198]",10,2016-07-06,2016-07-16
"oro163148","MTV",5.2,"oro16","sample","7/14/16",29,42.873336,-71.6843,2016-07-14,15.0616829461849,196,"(188,198]",10,2016-07-06,2016-07-16
"oro162399","FOX",5.2,"oro16","sample","7/14/16",29,43.137939,-71.912814,2016-07-14,15.0909324049821,196,"(188,198]",10,2016-07-06,2016-07-16
"oro161960","HOL",4.2,"oro16","sample","7/13/16",29,43.7348,-71.59076,2016-07-13,15.1823694079293,195,"(188,198]",10,2016-07-06,2016-07-16
"oro161527","CNB",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993,195,"(188,198]",10,2016-07-06,2016-07-16
"oro163149","MTV",5.2,"oro16","sample","7/14/16",29,42.873336,-71.6843,2016-07-14,15.0616829461849,196,"(188,198]",10,2016-07-06,2016-07-16
"oro162181","HOP",4.2,"oro16","sample","7/24/16",30,43.155838,-71.727587,2016-07-24,14.8095051906351,206,"(198,208]",11,2016-07-16,2016-07-26
"oro162784","CNB",7.2,"oro16","sample","7/20/16",30,43.356204,-71.490022,2016-07-20,14.9534072527362,202,"(198,208]",11,2016-07-16,2016-07-26
"oro162493","MAP",7.2,"oro16","sample","7/18/16",30,42.72248,-71.606722,2016-07-18,14.9432300891094,200,"(198,208]",11,2016-07-16,2016-07-26
"oro162179","HOP",4.2,"oro16","sample","7/24/16",30,43.155838,-71.727587,2016-07-24,14.8095051906351,206,"(198,208]",11,2016-07-16,2016-07-26
"oro162176","HOP",4.2,"oro16","sample","7/24/16",30,43.155838,-71.727587,2016-07-24,14.8095051906351,206,"(198,208]",11,2016-07-16,2016-07-26
"oro161427","EPS",5.1,"oro16","sample","7/25/16",31,43.206489,-71.364058,2016-07-25,14.7819861829254,207,"(198,208]",11,2016-07-16,2016-07-26
"oro161414","EPS",5.1,"oro16","sample","7/23/16",30,43.206489,-71.364058,2016-07-23,14.8464362272481,205,"(198,208]",11,2016-07-16,2016-07-26
"oro162177","HOP",4.2,"oro16","sample","7/24/16",30,43.155838,-71.727587,2016-07-24,14.8095051906351,206,"(198,208]",11,2016-07-16,2016-07-26
"oro161983","HOL",4.2,"oro16","sample","7/20/16",30,43.7348,-71.59076,2016-07-20,14.9936387115848,202,"(198,208]",11,2016-07-16,2016-07-26
"oro162792","CNB",7.2,"oro16","sample","7/20/16",30,43.356204,-71.490022,2016-07-20,14.9534072527362,202,"(198,208]",11,2016-07-16,2016-07-26
"oro161875","CHI",5.1,"oro16","sample","7/26/16",31,43.25528,-71.37638,2016-07-26,14.7534820599429,208,"(198,208]",11,2016-07-16,2016-07-26
"oro162175","HOP",4.2,"oro16","sample","7/24/16",30,43.155838,-71.727587,2016-07-24,14.8095051906351,206,"(198,208]",11,2016-07-16,2016-07-26
"oro161870","CHI",5.1,"oro16","sample","7/26/16",31,43.25528,-71.37638,2016-07-26,14.7534820599429,208,"(198,208]",11,2016-07-16,2016-07-26
"oro161412","EPS",5.1,"oro16","sample","7/23/16",30,43.206489,-71.364058,2016-07-23,14.8464362272481,205,"(198,208]",11,2016-07-16,2016-07-26
"oro161969","HOL",4.2,"oro16","sample","7/20/16",30,43.7348,-71.59076,2016-07-20,14.9936387115848,202,"(198,208]",11,2016-07-16,2016-07-26
"oro161868","CHI",5.1,"oro16","sample","7/26/16",31,43.25528,-71.37638,2016-07-26,14.7534820599429,208,"(198,208]",11,2016-07-16,2016-07-26
"oro161413","EPS",5.1,"oro16","sample","7/23/16",30,43.206489,-71.364058,2016-07-23,14.8464362272481,205,"(198,208]",11,2016-07-16,2016-07-26
"oro161871","CHI",5.1,"oro16","sample","7/26/16",31,43.25528,-71.37638,2016-07-26,14.7534820599429,208,"(198,208]",11,2016-07-16,2016-07-26
"oro161858","CHI",5.1,"oro16","sample","7/19/16",30,43.25528,-71.37638,2016-07-19,14.9717169716217,201,"(198,208]",11,2016-07-16,2016-07-26
"oro162409","FOX",5.2,"oro16","sample","7/21/16",30,43.137939,-71.912814,2016-07-21,14.9009091528006,203,"(198,208]",11,2016-07-16,2016-07-26
"oro163166","MTV",5.2,"oro16","sample","7/21/16",30,42.873336,-71.6843,2016-07-21,14.8736900599855,203,"(198,208]",11,2016-07-16,2016-07-26
"oro161425","EPS",5.1,"oro16","sample","7/25/16",31,43.206489,-71.364058,2016-07-25,14.7819861829254,207,"(198,208]",11,2016-07-16,2016-07-26
"oro161869","CHI",5.1,"oro16","sample","7/26/16",31,43.25528,-71.37638,2016-07-26,14.7534820599429,208,"(198,208]",11,2016-07-16,2016-07-26
"oro161860","CHI",5.1,"oro16","sample","7/19/16",30,43.25528,-71.37638,2016-07-19,14.9717169716217,201,"(198,208]",11,2016-07-16,2016-07-26
"oro161865","CHI",5.1,"oro16","sample","7/19/16",30,43.25528,-71.37638,2016-07-19,14.9717169716217,201,"(198,208]",11,2016-07-16,2016-07-26
"oro161968","HOL",4.2,"oro16","sample","7/20/16",30,43.7348,-71.59076,2016-07-20,14.9936387115848,202,"(198,208]",11,2016-07-16,2016-07-26
"oro161964","HOL",4.2,"oro16","sample","7/20/16",30,43.7348,-71.59076,2016-07-20,14.9936387115848,202,"(198,208]",11,2016-07-16,2016-07-26
"oro163167","MTV",5.2,"oro16","sample","7/21/16",30,42.873336,-71.6843,2016-07-21,14.8736900599855,203,"(198,208]",11,2016-07-16,2016-07-26
"oro162168","HOP",4.2,"oro16","sample","7/17/16",29,43.155838,-71.727587,2016-07-17,15.0163984448955,199,"(198,208]",11,2016-07-16,2016-07-26
"oro161970","HOL",4.2,"oro16","sample","7/20/16",30,43.7348,-71.59076,2016-07-20,14.9936387115848,202,"(198,208]",11,2016-07-16,2016-07-26
"oro162173","HOP",4.2,"oro16","sample","7/24/16",30,43.155838,-71.727587,2016-07-24,14.8095051906351,206,"(198,208]",11,2016-07-16,2016-07-26
"oro161961","HOL",4.2,"oro16","sample","7/20/16",30,43.7348,-71.59076,2016-07-20,14.9936387115848,202,"(198,208]",11,2016-07-16,2016-07-26
"oro161861","CHI",5.1,"oro16","sample","7/19/16",30,43.25528,-71.37638,2016-07-19,14.9717169716217,201,"(198,208]",11,2016-07-16,2016-07-26
"oro162178","HOP",4.2,"oro16","sample","7/24/16",30,43.155838,-71.727587,2016-07-24,14.8095051906351,206,"(198,208]",11,2016-07-16,2016-07-26
"oro162491","MAP",7.2,"oro16","sample","7/18/16",30,42.72248,-71.606722,2016-07-18,14.9432300891094,200,"(198,208]",11,2016-07-16,2016-07-26
"oro161966","HOL",4.2,"oro16","sample","7/20/16",30,43.7348,-71.59076,2016-07-20,14.9936387115848,202,"(198,208]",11,2016-07-16,2016-07-26
"oro163165","MTV",5.2,"oro16","sample","7/21/16",30,42.873336,-71.6843,2016-07-21,14.8736900599855,203,"(198,208]",11,2016-07-16,2016-07-26
"oro161965","HOL",4.2,"oro16","sample","7/20/16",30,43.7348,-71.59076,2016-07-20,14.9936387115848,202,"(198,208]",11,2016-07-16,2016-07-26
