Order,Family,Genus,Species
Coleoptera,Apionidae,Aplemonus,zizyphi
Hymenoptera,NA,NA,NA
Hemiptera,Pentatomidae,Apodiphus,NA
Hemiptera,Cicadellidae,Apogonalia,krameri
Hemiptera,Cicadellidae,Apogonalia,NA
Coleoptera,Scarabaeidae,Apogonia,NA
Hemiptera,Miridae,Apolygus,NA
Coleoptera,Cerambycidae,Apomecyna,binubila
Coleoptera,Cerambycidae,Apomecyna,saltator
Coleoptera,Cerambycidae,Apomecyna,NA
Coleoptera,Chrysomelidae,Apophylia,flavovirens
Coleoptera,Curculionidae,Apotomorhinus,cribratus
Coleoptera,Cerambycidae,Apriona,germari
Coleoptera,Cerambycidae,Apriona,NA
Hymenoptera,Argidae,Aproceros,leucopoda
Coleoptera,Curculionidae,Apteromechus,NA
Coleoptera,Elateridae,Aptopus,NA
Lepidoptera,Erebidae,Apyre,separata
Lepidoptera,Erebidae,Arachnis,NA
Hemiptera,Aradidae,NA,NA
Hemiptera,Aradidae,Aradus,cinnamomeus
Hemiptera,Aradidae,Aradus,NA
Coleoptera,Anthribidae,Araecerus,levipennis
Coleoptera,Anthribidae,Araecerus,NA
Coleoptera,Curculionidae,Araptus,NA
Hemiptera,Cicadellidae,Arboridia,parvula
Hemiptera,Coreidae,Archimerus,NA
Lepidoptera,Tortricidae,NA,NA
Lepidoptera,Tortricidae,Archips,NA
Lepidoptera,Tortricidae,Archips,xylosteana
Lepidoptera,Erebidae,NA,NA
Coleoptera,Glaphyridae,Arctodium,discolor
Coleoptera,Chrysomelidae,Arescus,NA
Hymenoptera,Argidae,Arge,nipponensis
Hymenoptera,Argidae,Arge,NA
Hymenoptera,Argidae,NA,NA
Lepidoptera,Yponomeutidae,Argyresthia,pruniella
Lepidoptera,Yponomeutidae,Argyresthia,NA
Lepidoptera,Noctuidae,Argyrogramma,NA
Lepidoptera,Tortricidae,Argyrotaenia,ljungiana
Lepidoptera,Tortricidae,Argyrotaenia,NA
Coleoptera,Cerambycidae,Arhopalus,tristis
Hemiptera,Rhopalidae,Arhyssus,peruensis
Hemiptera,Rhopalidae,Arhyssus,NA
Hemiptera,Rhopalidae,Arhyssus,tricostatus
Coleoptera,Cerambycidae,Aristobia,reticulator
Lepidoptera,Gelechiidae,Aristotelia,NA
Hemiptera,Lygaeidae,Arocatus,longiceps
Hemiptera,Lygaeidae,Arocatus,melanocephalus
Hemiptera,Lygaeidae,Arocatus,roeselii
Hemiptera,Lygaeidae,Arocatus,NA
Hemiptera,Pentatomidae,Arocera,NA
Coleoptera,Cerambycidae,Aromia,bungii
Coleoptera,Cerambycidae,Aromia,moschata
Coleoptera,Cerambycidae,Aromia,NA
Lepidoptera,Tortricidae,Arotrophora,arcuatalis
Lepidoptera,Tortricidae,Arotrophora,NA
Coleoptera,Chrysomelidae,Arrhenocoela,lineata
Hemiptera,Artheneidae,NA,NA
Coleoptera,Curculionidae,Artipus,freyanus
Coleoptera,Curculionidae,Artipus,grisescens
Coleoptera,Curculionidae,Artipus,NA
Lepidoptera,Pieridae,Artogeia,NA
Hemiptera,Pentatomidae,Arvelius,NA
Hemiptera,Psyllidae,Arytaina,NA
Coleoptera,Cerambycidae,Asemum,NA
Hemiptera,Eriococcidae,Asiacornococcus,kaki
Hemiptera,Aleyrodidae,Asialeyrodes,lateropapilliformis
Hemiptera,Aleyrodidae,Asialeyrodes,NA
Hemiptera,Aleyrodidae,Asiothrixus,antidesmae
Hemiptera,Delphacidae,Asiraca,clavicornis
Coleoptera,Chrysomelidae,Asphaera,NA
Diptera,Cecidomyiidae,Asphondylia,NA
Hemiptera,Diaspididae,Aspidiella,hartii
Hemiptera,Diaspididae,Aspidiella,NA
Hemiptera,Diaspididae,Aspidiella,zingiberi
Hemiptera,Diaspididae,Aspidiotus,atomarius
Hemiptera,Diaspididae,Aspidiotus,capensis
Hemiptera,Diaspididae,Aspidiotus,elaeidis
Hemiptera,Diaspididae,Aspidiotus,fularum
Hemiptera,Diaspididae,Aspidiotus,pacificus
Hemiptera,Diaspididae,Aspidiotus,rigidus
Hemiptera,Diaspididae,Aspidiotus,NA
Coleoptera,Scarabaeidae,Aspidolea,fuliginea
Coleoptera,Scarabaeidae,Aspidolea,NA
Coleoptera,Chrysomelidae,Aspidomorpha,NA
Hemiptera,Lygaeidae,Aspilocoryphus,fasciativentris
Coleoptera,Curculionidae,Asproparthenis,punctiventris
Hemiptera,Asterolecaniidae,NA,NA
Hemiptera,Asterolecaniidae,Asterolecanium,garciniae
Hemiptera,Asterolecaniidae,Asterolecanium,palmae
Hemiptera,Asterolecaniidae,Asterolecanium,ungulatum
Coleoptera,Cerambycidae,Astylopsis,NA
Coleoptera,Curculionidae,Asymmathetes,episternalis
Coleoptera,Curculionidae,Asymmathetes,NA
Coleoptera,Curculionidae,Asynonychus,NA
Coleoptera,Cerambycidae,Ataxia,NA
Lepidoptera,Crambidae,Ategumia,dilecticolor
Hemiptera,Pentatomidae,Atelocera,NA
Hymenoptera,Tenthredinidae,Athalia,NA
Hemiptera,Tingidae,Atheas,fuscipes
Hemiptera,Tingidae,Atheas,NA
Lepidoptera,Pyralidae,Atheloca,NA
Diptera,Muscidae,Atherigona,NA
Hemiptera,Aphididae,Atheroides,serrulatus
Coleoptera,Scarabaeidae,Athlia,rustica
Coleoptera,Elateridae,Athous,haemorrhoidalis
Coleoptera,Elateridae,Athous,NA
Hemiptera,Cicadellidae,Athysanella,NA
Hemiptera,Cicadellidae,Athysanus,NA
Hemiptera,Miridae,Atomoscelis,NA
Coleoptera,Curculionidae,Atractomerus,NA
Hemiptera,Miridae,Atractotomus,NA
Hemiptera,Rhyparochromidae,Atrazonotus,NA
Hemiptera,Pseudococcidae,Atrococcus,NA
Coleoptera,Cerambycidae,Atrypanius,irrorellus
Lepidoptera,Saturniidae,Attacus,atlas
Coleoptera,Curculionidae,Aubeus,himalayanus
Hemiptera,NA,NA,NA
Hemiptera,Psyllidae,Auchmerina,NA
Hemiptera,Rhopalidae,Aufeius,NA
Hymenoptera,Halictidae,Augochlora,NA
Hemiptera,Scutelleridae,Augocoris,NA
Hemiptera,Diaspididae,Aulacaspis,alisiana
Hemiptera,Diaspididae,Aulacaspis,bambusae
Hemiptera,Diaspididae,Aulacaspis,calcarata
Hemiptera,Diaspididae,Aulacaspis,citri
Hemiptera,Diaspididae,Aulacaspis,crawii
Hemiptera,Diaspididae,Aulacaspis,difficilis
Hemiptera,Diaspididae,Aulacaspis,ima
Hemiptera,Diaspididae,Aulacaspis,madiunensis
Hemiptera,Diaspididae,Aulacaspis,rosarum
Hemiptera,Diaspididae,Aulacaspis,NA
Hemiptera,Diaspididae,Aulacaspis,spinosa
Hemiptera,Diaspididae,Aulacaspis,tegalensis
Hemiptera,Diaspididae,Aulacaspis,tubercularis
Hemiptera,Diaspididae,Aulacaspis,vitis
Hymenoptera,Cynipidae,Aulacidea,NA
Coleoptera,Curculionidae,Aulacobaris,coerulescens
Coleoptera,Curculionidae,Aulacobaris,lepidii
Coleoptera,Chrysomelidae,Aulacophora,foveicollis
Coleoptera,Chrysomelidae,Aulacophora,indica
Coleoptera,Chrysomelidae,Aulacophora,NA
Hemiptera,Aphididae,Aulacorthum,NA
Coleoptera,Chrysomelidae,Aulacoscelis,melanocera
Coleoptera,Chrysomelidae,Aulacoscelis,NA
Coleoptera,Curculionidae,Auleutes,NA
Diptera,Tephritidae,Austrotephritis,drewi
Lepidoptera,Noctuidae,Autographa,gamma
Lepidoptera,Noctuidae,Autographa,NA
Lepidoptera,Saturniidae,Automeris,NA
Lepidoptera,Erebidae,Autophila,ligaminosa
Lepidoptera,Noctuidae,Autoplusia,gammoides
Lepidoptera,Noctuidae,Autoplusia,NA
Lepidoptera,Autostichidae,NA,NA
Hymenoptera,Cynipidae,Aylax,minor
Coleoptera,Cerambycidae,Ayriclytus,macilentus
Coleoptera,Tenebrionidae,Azarelius,sculpticollis
Coleoptera,Chrysomelidae,Babia,NA
Hemiptera,Rhyparochromidae,Bacacephalus,globiceps
Hemiptera,Rhyparochromidae,Bacacephalus,NA
Hemiptera,Thaumastocoridae,Baclozygum,NA
Hemiptera,Triozidae,Bactericera,albiventris
Hemiptera,Triozidae,Bactericera,cockerelli
Hemiptera,Triozidae,Bactericera,NA
Hemiptera,Triozidae,Bactericera,trigonica
Lepidoptera,Tortricidae,Bactra,bactrana
Diptera,Tephritidae,Bactrocera,cucurbitae
Diptera,Tephritidae,Bactrocera,depressa
Diptera,Tephritidae,Bactrocera,dorsalis
Diptera,Tephritidae,Bactrocera,harrietensis
Diptera,Tephritidae,Bactrocera,kirki
Diptera,Tephritidae,Bactrocera,latifrons
Diptera,Tephritidae,Bactrocera,oleae
Diptera,Tephritidae,Bactrocera,scutellata
Diptera,Tephritidae,Bactrocera,NA
Diptera,Tephritidae,Bactrocera,tau
Lepidoptera,Noctuidae,Bagisara,NA
Hemiptera,Pentatomidae,Bagrada,NA
Hemiptera,Aphididae,Baizongia,pistaciae
Hemiptera,Aleyrodidae,Bakerius,NA
Hemiptera,Pseudococcidae,Balanococcus,diminutus
Hemiptera,Pseudococcidae,Balanococcus,NA
Hemiptera,Pseudococcidae,Balanococcus,takahashii
Coleoptera,Curculionidae,Balanogastris,kolae
Coleoptera,Curculionidae,Balanogastris,NA
Hemiptera,Rhyparochromidae,Balboa,NA
Hemiptera,Rhyparochromidae,Balboa,variabilis
Hemiptera,Cicadellidae,Balclutha,lucida
Hemiptera,Cicadellidae,Balclutha,robusta
Hemiptera,Cicadellidae,Balclutha,rubrostriata
Hemiptera,Cicadellidae,Balclutha,NA
Hemiptera,Asterolecaniidae,Bambusaspis,NA
Hemiptera,Pentatomidae,Banasa,salvini
Hemiptera,Pentatomidae,Banasa,NA
Hemiptera,Pentatomidae,Banasa,stalii
Coleoptera,Curculionidae,Bangasternus,planifrons
Coleoptera,Curculionidae,Baris,granulipennis
Coleoptera,Curculionidae,Baris,lepidii
Coleoptera,Curculionidae,Baris,setosella
Coleoptera,Curculionidae,Baris,NA
Coleoptera,Scarabaeidae,Barybas,NA
Coleoptera,Cerambycidae,Batocera,lineolata
Coleoptera,Cerambycidae,Batocera,rufomaculata
Coleoptera,Cerambycidae,Batocera,NA
Lepidoptera,Batrachedridae,Batrachedra,NA
Hemiptera,Cicadellidae,Batracomorphus,NA
Hemiptera,Cicadellidae,Batracomorphus,subolivaceus
Lepidoptera,Papilionidae,Battus,NA
Coleoptera,Buprestidae,Belionota,NA
Hemiptera,Aleyrodidae,Bemisia,afer
Hemiptera,Aleyrodidae,Bemisia,giffardi
Hemiptera,Aleyrodidae,Bemisia,lauracea
Hemiptera,Aleyrodidae,Bemisia,moringa
Hemiptera,Aleyrodidae,Bemisia,NA
Hemiptera,Aleyrodidae,Bemisia,tabaci
Hemiptera,Rhyparochromidae,Beosus,maritimus
Hemiptera,Rhyparochromidae,Beosus,NA
Hymenoptera,Eurytomidae,Bephratelloides,maculicollis
Hymenoptera,Eurytomidae,Bephratelloides,pomorum
Hymenoptera,Eurytomidae,Bephratelloides,NA
Hemiptera,Pentatomidae,Berecynthus,hastator
Hemiptera,Cicadellidae,Bergallia,NA
Lepidoptera,Erebidae,Bertholdia,NA
Lepidoptera,Erebidae,Bertholdia,yashoquintela
Hemiptera,Berytidae,NA,NA
Hemiptera,Membracidae,Bilimekia,minor
Hemiptera,Membracidae,Bilimekia,styliformis
Hemiptera,Nogodinidae,Bladina,NA
Hemiptera,Nogodinidae,Bladina,vexans
Coleoptera,Tenebrionidae,Blapstinus,NA
Coleoptera,Tenebrionidae,Blapstinus,tibialis
Lepidoptera,Agonoxenidae,Blastodacna,atra
Hemiptera,Miridae,Blepharidopterus,NA
Lepidoptera,Noctuidae,Bleptina,NA
Hemiptera,Blissidae,NA,NA
Hemiptera,Blissidae,Blissus,NA
Coleoptera,Scarabaeidae,Blithopertha,NA
Coleoptera,Curculionidae,Blosyrus,asellus
Coleoptera,Curculionidae,Blosyrus,NA
Hemiptera,Membracidae,Bolbonota,corrugata
Hemiptera,Membracidae,Bolbonota,NA
Hymenoptera,Apidae,Bombus,caliginosus
Hymenoptera,Apidae,Bombus,NA
Lepidoptera,Bombycidae,NA,NA
Hemiptera,Cicadellidae,Borogonalia,crinata
Hemiptera,Cicadellidae,Borogonalia,impressifrons
Hemiptera,Cicadellidae,Borogonalia,NA
Coleoptera,Bostrichidae,NA,NA
Coleoptera,Bostrichidae,Bostrichus,capucinus
Coleoptera,Bostrichidae,Bostrichus,NA
Coleoptera,Bostrichidae,Bostrychoplites,cornutus
Coleoptera,Bostrichidae,Bostrychoplites,NA
Coleoptera,Bostrichidae,Bostrychopsis,parallela
Coleoptera,Bostrichidae,Bostrychopsis,NA
Coleoptera,Bostrichidae,Bostrychopsis,uncinata
Coleoptera,Curculionidae,Bothinodontes,NA
Hemiptera,Cixiidae,Bothriocera,NA
Coleoptera,Scarabaeidae,Bothynus,NA
Hemiptera,Rhyparochromidae,Botocudo,NA
Hemiptera,Aphididae,Brachycaudus,NA
Diptera,NA,NA,NA
Coleoptera,Curculionidae,Brachycerus,NA
Coleoptera,Curculionidae,Brachyderes,NA
Hemiptera,Pentatomidae,Brachynema,germarii
Hemiptera,Plataspidae,Brachyplatys,subaeneus
Hemiptera,Plataspidae,Brachyplatys,vahlii
Coleoptera,Chrysomelidae,Brachypnoea,NA
Hemiptera,Aphididae,Brachyunguis,NA
Coleoptera,Curculionidae,Bradybatus,creutzeri
Coleoptera,Chrysomelidae,Brasilaphthona,NA
Lepidoptera,Nymphalidae,Brassolis,sophorae
Diptera,Cecidomyiidae,Bremia,NA
Coleoptera,Brentidae,NA,NA
Hemiptera,Rhyparochromidae,Brentiscerus,NA
Lepidoptera,Lycaenidae,Brephidium,NA
Hemiptera,Aphididae,Brevicoryne,NA
Hemiptera,Pentatomidae,Brochymena,NA
Coleoptera,Chrysomelidae,Brontispa,longissima
Hemiptera,Miridae,Brooksetta,NA
Coleoptera,Chrysomelidae,Bruchidius,albizziae
Coleoptera,Chrysomelidae,Bruchidius,atrolineatus
Coleoptera,Chrysomelidae,Bruchidius,biloboscutus
Coleoptera,Chrysomelidae,Bruchidius,cinerascens
Coleoptera,Chrysomelidae,Bruchidius,longulus
Coleoptera,Chrysomelidae,Bruchidius,meleagrinus
Coleoptera,Chrysomelidae,Bruchidius,sericatus
Coleoptera,Chrysomelidae,Bruchidius,NA
Coleoptera,Chrysomelidae,Bruchidius,uberatus
Hymenoptera,Eurytomidae,Bruchophagus,NA
Coleoptera,Chrysomelidae,Bruchus,affinis
Coleoptera,Chrysomelidae,Bruchus,atomarius
Coleoptera,Chrysomelidae,Bruchus,azoricus
Coleoptera,Chrysomelidae,Bruchus,dentipes
Coleoptera,Chrysomelidae,Bruchus,emarginatus
Coleoptera,Chrysomelidae,Bruchus,ervi
Coleoptera,Chrysomelidae,Bruchus,lentis
Coleoptera,Chrysomelidae,Bruchus,luteicornis
Coleoptera,Chrysomelidae,Bruchus,rufipes
Coleoptera,Chrysomelidae,Bruchus,signaticornis
Coleoptera,Chrysomelidae,Bruchus,NA
Coleoptera,Chrysomelidae,Bruchus,tristiculus
Coleoptera,Chrysomelidae,Bruchus,tristis
Coleoptera,Chrysomelidae,Bruchus,viciae
Hemiptera,Miridae,NA,NA
Lepidoptera,Noctuidae,Bryolymnia,strabonis
Hemiptera,Rhyparochromidae,Bubaces,castaneus
Hemiptera,Rhyparochromidae,Bubaces,NA
Lepidoptera,Bucculatricidae,Bucculatrix,NA
Lepidoptera,Erebidae,Bulia,NA
Coleoptera,Cerambycidae,Bumetopia,NA
Coleoptera,Buprestidae,Buprestis,dalmatina
Coleoptera,Buprestidae,Buprestis,novemmaculata
Coleoptera,Buprestidae,Buprestis,NA
Hemiptera,Alydidae,Burtinus,luteomarginatus
Lepidoptera,Noctuidae,Busseola,fusca
Coleoptera,Chrysomelidae,Butiobruchus,NA
Hemiptera,Cydnidae,Byrsinus,fossor
Coleoptera,Byturidae,Byturus,NA
Lepidoptera,Tortricidae,Cacoecimorpha,pronubana
Lepidoptera,Tortricidae,Cacoecimorpha,NA
Lepidoptera,Crambidae,Cacographis,osteolalis
Lepidoptera,Crambidae,Cacographis,NA
Hemiptera,Psyllidae,Cacopsylla,pyricola
Hemiptera,Psyllidae,Cacopsylla,NA
Lepidoptera,Pyralidae,Cactoblastis,cactorum
Lepidoptera,Pyralidae,Cactoblastis,NA
Coleoptera,Curculionidae,Cactophagus,graphipterus
Coleoptera,Curculionidae,Cactophagus,NA
Coleoptera,Curculionidae,Cactophagus,spinolae
Coleoptera,Curculionidae,Cactophagus,validirostris
Coleoptera,Tenebrionidae,Caedius,NA
Hymenoptera,Cephidae,Calameuta,idolon
Lepidoptera,Crambidae,Calamotropha,NA
Hemiptera,Cicadellidae,Caldwelliola,caucana
Hemiptera,Cicadellidae,Caldwelliola,selvola
Hemiptera,Cicadellidae,Caldwelliola,NA
Hemiptera,Scutelleridae,Calidea,NA
Hymenoptera,Tenthredinidae,Caliroa,NA
Hemiptera,Miridae,Callichila,picticollis
Coleoptera,Cerambycidae,Callidiellum,NA
Coleoptera,Cerambycidae,Callidiellum,villosulum
Coleoptera,Cerambycidae,Callidium,NA
Coleoptera,Chrysomelidae,Calligrapha,bidenticola
Coleoptera,Chrysomelidae,Calligrapha,diversa
Coleoptera,Chrysomelidae,Calligrapha,elegantula
Coleoptera,Chrysomelidae,Calligrapha,NA
Coleoptera,Scarabaeidae,Callistethus,NA
Coleoptera,Chrysomelidae,Callosobruchus,ademptus
Coleoptera,Chrysomelidae,Callosobruchus,analis
Coleoptera,Chrysomelidae,Callosobruchus,cajanus
Coleoptera,Chrysomelidae,Callosobruchus,phaseoli
Coleoptera,Chrysomelidae,Callosobruchus,pulcher
Coleoptera,Chrysomelidae,Callosobruchus,rhodesianus
Coleoptera,Chrysomelidae,Callosobruchus,NA
Coleoptera,Chrysomelidae,Callosobruchus,subinnotatus
Coleoptera,Chrysomelidae,Callosobruchus,theobromae
Hemiptera,Miridae,Calocoris,NA
Hemiptera,Miridae,Calocorisca,minima
Hemiptera,Miridae,Calocorisca,NA
Hemiptera,Miridae,Calocorisca,tenera
Coleoptera,Bostrichidae,Calopertha,NA
Coleoptera,Bostrichidae,Calopertha,truncatula
Hemiptera,Calophyidae,Calophya,schini
Hemiptera,Calophyidae,Calophya,NA
Hemiptera,Calophyidae,NA,NA
Lepidoptera,Gracillariidae,Caloptilia,NA
Lepidoptera,Hesperiidae,Calpodes,NA
Lepidoptera,Lycaenidae,Calycopis,NA
Coleoptera,Chrysomelidae,Calyptocephala,gerstaeckeri
Coleoptera,Chrysomelidae,Calyptocephala,marginipennis
Coleoptera,Chrysomelidae,Calyptocephala,NA
Lepidoptera,Gracillariidae,Cameraria,ohridella
Lepidoptera,Gracillariidae,Cameraria,NA
Hemiptera,Scutelleridae,Camirus,conicus
Hemiptera,Scutelleridae,Camirus,NA
Diptera,Tephritidae,Campiglossa,NA
Hemiptera,Rhyparochromidae,Camptocera,glaberrima
Hemiptera,Lygaeidae,Camptocoris,thunbergi
Hemiptera,Alydidae,Camptopus,lateralis
Hemiptera,Alydidae,Camptopus,NA
Hemiptera,Miridae,Campylomma,incerta
Hemiptera,Miridae,Campylomma,NA
Diptera,Cecidomyiidae,Campylomyza,NA
Hemiptera,Tingidae,Campylosteira,NA
Coleoptera,Cerambycidae,Canidia,canescens
Coleoptera,Cerambycidae,Canidia,mexicana
Coleoptera,Cerambycidae,Canidia,NA
Lepidoptera,Geometridae,Cannagara,aorisaria
Coleoptera,Scarabaeidae,Canthon,NA
Hemiptera,Cydnidae,Canthophorus,NA
Lepidoptera,Pyralidae,Caphys,bilineata
Hemiptera,Aphididae,Capitophorus,NA
Coleoptera,Buprestidae,Capnodis,tenebricosa
Hemiptera,Blissidae,Capodemus,bispinosus
Hemiptera,Blissidae,Capodemus,NA
Coleoptera,Chrysomelidae,Capraita,NA
Hemiptera,Lygaeidae,Caprhiobia,lineola
Hemiptera,Lygaeidae,Caprhiobia,pallipes
Hemiptera,Lygaeidae,Caprhiobia,similis
Hemiptera,Lygaeidae,Caprhiobia,NA
Hemiptera,Eriococcidae,Capulinia,NA
Lepidoptera,Noctuidae,Caradrina,flavirena
Lepidoptera,Noctuidae,Caradrina,NA
Lepidoptera,Arctiidae,Carales,astur
Hemiptera,Pentatomidae,Carbula,marginella
Hemiptera,Pentatomidae,Carbula,NA
Coleoptera,Elateridae,Cardiophorus,NA
Hemiptera,Cicadellidae,Caribovia,coffeeacola
Lepidoptera,Sesiidae,Carmenta,NA
Hemiptera,Cicadellidae,Carneocephala,NA
Diptera,Carnidae,NA,NA
Coleoptera,Curculionidae,Carphoborus,NA
Hemiptera,Pentatomidae,Carpocoris,pudicus
Hemiptera,Pentatomidae,Carpocoris,purpureipennis
Hemiptera,Pentatomidae,Carpocoris,NA
Diptera,Tephritidae,Carpomya,pardalina
Diptera,Tephritidae,Carpomya,schineri
Diptera,Tephritidae,Carpomya,NA
Diptera,Tephritidae,Carpomya,vesuviana
Diptera,Tephritidae,NA,NA
Lepidoptera,Carposinidae,Carposina,niponensis
Lepidoptera,Carposinidae,Carposina,sasakii
Lepidoptera,Carposinidae,Carposina,scirrhosella
Lepidoptera,Carposinidae,Carposina,NA
Lepidoptera,Carposinidae,NA,NA
Hemiptera,Flatidae,Carthaeomorpha,rufipes
Hemiptera,Diaspididae,Carulaspis,visci
Coleoptera,Chrysomelidae,Caryedes,brasiliensis
Coleoptera,Chrysomelidae,Caryedes,NA
Coleoptera,Chrysomelidae,Caryedon,cassiae
Coleoptera,Chrysomelidae,Caryedon,pallidus
Coleoptera,Chrysomelidae,Caryedon,NA
Coleoptera,Chrysomelidae,Caryoborus,gracilis
Coleoptera,Chrysomelidae,Caryobruchus,maya
Coleoptera,Chrysomelidae,Caryobruchus,NA
Lepidoptera,Hesperiidae,Carystoides,NA
Coleoptera,Chrysomelidae,Cassida,circumdata
Coleoptera,Chrysomelidae,Cassida,nebulosa
Coleoptera,Chrysomelidae,Cassida,piperata
Coleoptera,Chrysomelidae,Cassida,NA
Coleoptera,Buprestidae,Castiarina,NA
Lepidoptera,Castniidae,Castnia,NA
Lepidoptera,Castniidae,NA,NA
Hemiptera,Pseudococcidae,Cataenococcus,hispidus
Coleoptera,Apionidae,Catapion,seniculus
Coleoptera,Apionidae,Catapion,NA
Lepidoptera,Erebidae,Catocala,NA
Coleoptera,Curculionidae,Catolethrus,longulus
Coleoptera,Curculionidae,Catolethrus,NA
Hemiptera,Achilidae,Catonia,dominicana
Lepidoptera,Pieridae,Catopsilia,pomona
Hemiptera,Coreidae,Catorhintha,NA
Hemiptera,Miridae,Caulotops,NA
Hemiptera,Aphididae,Cavariella,NA
Hemiptera,Coreidae,Cebrenis,centrolineata
Diptera,Cecidomyiidae,Cecidomyia,NA
Diptera,Cecidomyiidae,NA,NA
Hemiptera,Derbidae,Cedusa,caribbensis
Hemiptera,Derbidae,Cedusa,furcata
Hemiptera,Derbidae,Cedusa,NA
Coleoptera,Curculionidae,Celeuthetes,NA
Coleoptera,Curculionidae,Centor,NA
Coleoptera,Curculionidae,Centrinaspis,NA
Coleoptera,Curculionidae,Centrinites,NA
Coleoptera,Curculionidae,Centrinites,submetallicus
Coleoptera,Curculionidae,Centrinogyna,NA
Coleoptera,Curculionidae,Centrinopus,NA
Hemiptera,Coreidae,Centrocoris,NA
Hemiptera,Coreidae,Centrocoris,spiniger
Hemiptera,Membracidae,Centrotus,cornutus
Coleoptera,Cerambycidae,Cephalallus,unicolor
Hemiptera,Cicadellidae,Cephalelus,NA
Coleoptera,Chrysomelidae,Cephaloleia,antennalis
Coleoptera,Chrysomelidae,Cephaloleia,belti
Coleoptera,Chrysomelidae,Cephaloleia,perplexa
Coleoptera,Chrysomelidae,Cephaloleia,puncticollis
Coleoptera,Chrysomelidae,Cephaloleia,NA
Hymenoptera,Cephidae,NA,NA
Hemiptera,Aphrophoridae,Cephisus,siccifolia
Hemiptera,Coreidae,Ceraleptus,gracilicornis
Hemiptera,Coreidae,Ceraleptus,obtusus
Coleoptera,Cerambycidae,Cerambyx,NA
Lepidoptera,Erebidae,Ceramidia,NA
Coleoptera,Scarabaeidae,Ceraspis,NA
Coleoptera,Scarabaeidae,Ceraspis,squamulifera
Hemiptera,Cicadellidae,Ceratagallia,NA
Hemiptera,Aphididae,Cerataphis,NA
Coleoptera,Apionidae,Ceratapion,pauper
Coleoptera,Apionidae,Ceratapion,NA
Diptera,Tephritidae,Ceratitis,capitata
Diptera,Tephritidae,Ceratitis,colae
Diptera,Tephritidae,Ceratitis,NA
Hemiptera,Miridae,Ceratocapsella,chiapaneca
Hemiptera,Miridae,Ceratocapsella,NA
Coleoptera,Curculionidae,Ceratopus,bisignatus
Coleoptera,Curculionidae,Ceratopus,NA
Lepidoptera,Oecophoridae,Cerconota,anonella
Lepidoptera,Oecophoridae,Cerconota,NA
Hemiptera,Cercopidae,NA,NA
Hemiptera,Cercopidae,Cercopis,sanguinolenta
Hemiptera,Membracidae,Ceresa,NA
Coleoptera,Cerambycidae,Ceresium,NA
Coleoptera,Cerambycidae,Ceresium,unicolor
Coleoptera,Chrysomelidae,Ceroclytra,NA
Hemiptera,Cerococcidae,Cerococcus,deklei
Hemiptera,Cerococcidae,Cerococcus,NA
Diptera,Agromyzidae,Cerodontha,australis
Hemiptera,Coccidae,Ceroplastes,denudatus
Hemiptera,Coccidae,Ceroplastes,destructor
Hemiptera,Coccidae,Ceroplastes,japonicus
Hemiptera,Coccidae,Ceroplastes,rubens
Hemiptera,Coccidae,Ceroplastes,rusci
Hemiptera,Coccidae,Ceroplastes,NA
Hemiptera,Coccidae,Ceroplastes,stellifer
Hemiptera,Coccidae,Ceroplastodes,NA
Coleoptera,Chrysomelidae,Cerotoma,dilatipes
Coleoptera,Chrysomelidae,Cerotoma,salvini
Coleoptera,Chrysomelidae,Cerotoma,NA
Hemiptera,Triozidae,Cerotrioza,nigromacula
Coleoptera,Scarabaeidae,Cetonia,NA
Coleoptera,Scarabaeidae,NA,NA
Coleoptera,Curculionidae,Ceutorhynchus,pallipes
Coleoptera,Curculionidae,Ceutorhynchus,picitarsis
Coleoptera,Curculionidae,Ceutorhynchus,NA
Coleoptera,Curculionidae,Ceutorhynchus,sulcicollis
Coleoptera,Curculionidae,Ceutorhynchus,truquii
Coleoptera,Chrysomelidae,Chaeridiona,mayuri
Coleoptera,Chrysomelidae,Chaetocnema,concinna
Coleoptera,Chrysomelidae,Chaetocnema,conducta
Coleoptera,Chrysomelidae,Chaetocnema,depressa
Coleoptera,Chrysomelidae,Chaetocnema,heikertingeri
Coleoptera,Chrysomelidae,Chaetocnema,NA
Coleoptera,Chrysomelidae,Chaetocnema,tibialis
Coleoptera,Curculionidae,Chaetophloeus,NA
Hemiptera,Aphididae,Chaetosiphon,NA
Hemiptera,Aphididae,Chaitophorus,NA
Coleoptera,Curculionidae,Chalcodermus,angulicollis
Coleoptera,Curculionidae,Chalcodermus,longirostris
Coleoptera,Curculionidae,Chalcodermus,mexicanus
Coleoptera,Curculionidae,Chalcodermus,persimilis
Coleoptera,Curculionidae,Chalcodermus,radiatus
Coleoptera,Curculionidae,Chalcodermus,NA
Coleoptera,Curculionidae,Chalcodermus,variolosus
Coleoptera,Elateridae,Chalcolepidius,NA
Coleoptera,Chrysomelidae,Chalcophana,NA
Coleoptera,Buprestidae,Chalcophora,mariana
Coleoptera,Buprestidae,Chalcophora,NA
Coleoptera,Chrysomelidae,Chalepus,NA
Lepidoptera,Noctuidae,Characoma,NA
Coleoptera,Chrysomelidae,Charidotella,bicolor
Coleoptera,Chrysomelidae,Charidotella,semiatrata
Coleoptera,Chrysomelidae,Charidotella,NA
